Date,Hotel Name,Source,Language,Score,URL,Author,Title,Text,Translation,Translated Review,Sentiment,Aspect Sentiments
2022-09-02,Becamex New City Hotel,Agoda,English,80,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Ronald,Better than expected!,"My colleague and I were here in this area for a business trip. And we are pretty happy to find this hotel in the area. The standards exceeded our expectation, the rooms were clean and comfortable. Breakfast is pretty good as well. 
There are restaurants nearby, so the location is pretty good. Would stay again when we are back.","My colleague and I were here in this area for a business trip. And we are pretty happy to find this hotel in the area. The standards exceeded our expectation, the rooms were clean and comfortable. Breakfast is pretty good as well. 
There are restaurants nearby, so the location is pretty good. Would stay again when we are back.","My colleague and I were here in this area for a business trip. We are quite happy to have found this hotel in the area. The standards exceeded our expectations; the rooms were clean and comfortable. The breakfast is also quite good. There are restaurants nearby, so the location is quite convenient. We would stay again when we return.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""standards"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""rooms"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""overall experience"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-08-30,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Virginia,Exceptional,"Hotel is literally in a new city. Need to walk some distance to the few available eateries.  If not, settle for the restaurant, cafe or room service.  Great food from hotel's restaurant. Very friendly hotel staff.","Hotel is literally in a new city. Need to walk some distance to the few available eateries.  If not, settle for the restaurant, cafe or room service.  Great food from hotel's restaurant. Very friendly hotel staff.","The hotel is literally in a new city. You need to walk some distance to reach the few available eateries. If not, you can settle for the hotel’s restaurant, café, or room service. The food from the hotel’s restaurant is great, and the hotel staff is very friendly.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""eateries availability"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""hotel restaurant food"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel staff"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-08-30,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Tu Nguyễn,,"Đã đến và trải nghiệm, rất oke nhé","Stayed and experienced it, it's very good","I have been there and experienced it, it's really okay.",The sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""experience"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""quality"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-08-18,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,PAMM SINGH,,Awesome property,Awesome property,Awesome property.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""property"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-08-17,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Văn Nhật Phương,,Gia đình tôi hay ghé nơi đây,My family often visit here,My family often stops by here.,Neutral,"{
  ""aspects"": [
    {
      ""aspect"": ""family visits"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-08-15,Becamex New City Hotel,Agoda,Japanese,80,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,KATSUNORI,1ベットルーム　スイート　キングベット　One Bedroom Suite King,"部屋はフロントとは別棟のアパートメントで、キッチンがあり、内装は簡素でしたが、小学生の子供と3人で過ごすのには十分でした。部屋にはテラスがあり、8階でしたが周りには高い建物が無いので、見晴らしはよかったです。朝食はプールを挟んで向かいの1階にあるレストランで、バイキング形式、麺はフォーとバンカン、卵もオムレツ等その場で調理してくれます。フルーツの種類も多く、無くなると違う果物を補充していました。1時間までは無料のレンタル自転車があり、近くの公園で、子供が乗る練習を出来て喜んでました。ホテルの周りには歩いて行けるところに蕎麦屋の克があり、中華料理屋もたくさんあるので食事は困りません。バンナムテーマパークへはバイクで15分くらい、動物園は大人15万VND,子供は4万VND、親子で遊べるアスレチックは、大人10万VND,子供5万VNDでした、プールもあるようですが今回は利用していません。パーク内を移動する電気自動車は無料で、とても広い施設なので移動するだけでも楽しいです。","The room was an apartment in a separate building from the front desk, and had a kitchen. There was a terrace in the room, and although it was on the 8th floor, there were no tall buildings around, so the view was good. Breakfast is a restaurant on the first floor across the pool, buffet style, noodles are pho and bunkang, eggs are cooked on the spot, such as omelets. There were many types of fruits, and when they ran out, they replenished different fruits. There is a free rental bicycle for up to 1 hour, and I was happy that my child could practice riding in a nearby park. There is a soba restaurant Katsu within walking distance around the hotel, and there are many Chinese restaurants, so you don't have to worry about eating. It takes about 15 minutes by motorbike to the Burnham theme park, the zoo is 150,000 VND for adults, 40,000 VND for children, and the athletics where parents and children can play was 100,000 VND for adults, 50,000 VND for children.There seems to be a pool, but this time Not used. The electric cars that move around the park are free, and it's a very large facility, so it's fun just to move around.","The room was an apartment separate from the front desk, with a kitchen. The decor was simple, but it was sufficient for my family of three with an elementary school child. The room had a terrace and was on the 8th floor, but there were no tall buildings around, so the view was nice. Breakfast was served at a restaurant on the first floor across from the pool, in a buffet style, with pho and banh canh noodles, and eggs cooked to order as omelets, etc. There were many types of fruit, and when one ran out, different fruit was replenished. There were free rental bicycles for up to one hour, and my child was happy to practice riding in a nearby park. There was a soba noodle shop called ""Katsu"" within walking distance of the hotel, and many Chinese restaurants nearby, so we had no trouble finding meals. It took about 15 minutes by motorbike to Bana Hills Theme Park, and the entrance to the zoo was 150,000 VND for adults and 40,000 VND for children. The adventure playground for parents and children was 100,000 VND for adults and 50,000 VND for children. There seemed to be a pool, but we didn't use it this time. The electric cars for moving around the park were free, and since the facility is very large, just moving around was fun.",The overall sentiment of the given text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""Room"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Decor"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""Kitchen"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""View"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Fruit Variety"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Bicycle Rental"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Nearby Restaurants"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Distance to Attractions"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Zoo Entrance Fee"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""Adventure Playground Fee"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""Pool"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""Electric Cars"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Facility Size"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-08-13,Becamex New City Hotel,Agoda,Chinese,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,TW,平陽地區的最佳首選,很標準的星級飯店，整體非常舒適，住了好幾年，在一樓新開了全家超商，更是方便。,"It's a standard star-rated hotel. It's very comfortable overall. I've lived here for several years. A new Family Mart is opened on the first floor, which is even more convenient.","A very standard star-rated hotel, overall very comfortable. I have stayed here for several years, and a FamilyMart convenience store has recently opened on the first floor, making it even more convenient.",The overall sentiment of the given text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""hotel standard"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""comfort"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""duration of stay"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""convenience store"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel experience"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-08-11,Becamex New City Hotel,Hotels.com,English,100,https://de.hotels.com/ho870904768/becamex-hotel-new-city-thu-dau-mot-vietnam/,Wee Kay,Excellent Service,Staff were extremely friendly and helpful. They even accorded us check out at 3pm. We are grateful for their kindness. Defintely return to stay whenever we are in Binh Duong city for business.,Staff were extremely friendly and helpful. They even accorded us check out at 3pm. We are grateful for their kindness. Defintely return to stay whenever we are in Binh Duong city for business.,The staff were extremely friendly and helpful. They even allowed us to check out at 3 PM. We are grateful for their kindness. We will definitely return to stay whenever we are in Binh Duong city for business.,The overall sentiment of the given text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""check out time"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""kindness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""return visit"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Binh Duong city"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-08-11,Becamex New City Hotel,Agoda,Korean,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,BYEONG,깔끔하고 쾌적한 시설,편안하고 좋은 시설,comfortable and good facilities,Comfortable and good facilities.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""comfort"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""facilities"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-08-10,Becamex New City Hotel,Agoda,Japanese,88,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,KENTO,申し分ない,周りには何もありませんが、ホテルの設備は申し分なし。ど田舎なので７，８千円台ではればパーフェクト。,"There is nothing around, but the hotel facilities are perfect. It's in the countryside, so if it's in the 7,8,000 yen range, it's perfect.","There is nothing around, but the hotel's facilities are impeccable. Since it's in a remote rural area, if the price is in the range of 7,000 to 8,000 yen, it would be perfect.","The overall sentiment of the text is 'positive'. The mention of ""impeccable facilities"" suggests a favorable view, despite the remote location. The pricing comment indicates a desire for value, but it does not detract from the overall positive impression.","```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel's facilities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""price"",
      ""sentiment"": ""neutral""
    }
  ]
}
```"
2022-08-06,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,toan le canh,,Nói chung là tốt,Good overally,Generally good.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""overall"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-08-02,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Trần Đại Hoàng,,"Chất lượng Dịch vụ tốt, cơ sơ vật chất hiện đại 👌👌👌","Quality Good service, modern facilities 👌👌👌","Good quality service, modern facilities. 👌👌👌",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""facilities"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-07-20,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Tài Nguyễn Thế,,Tuyệt vời khá vắng vẻ đường rộng sạch đẹp chỗ đậu xe lớn thoải mái,"Wonderful, quite deserted, wide, clean, beautiful, large, comfortable parking space","Great, quite secluded, wide and clean road, spacious parking area.",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""secluded"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""wide and clean road"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""spacious parking area"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-07-13,Becamex New City Hotel,Booking.com,,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Judith,,Wonderful,Wonderful,Wonderful.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""overall experience"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-07-11,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Eric Huebschman,,"One of my favorite places to stay in Binh Duong, the gym and pool are really nice, and they have 24 hour dine in service! Make sure to check out Eits cafe as well","One of my favorite places to stay in Binh Duong, the gym and pool are really nice, and they have 24 hour dine in service! Make sure to check out Eits cafe as well","One of my favorite places to stay in Binh Duong, the gym and pool are really nice, and they have 24-hour dine-in service! Make sure to check out Eits cafe as well.",The overall sentiment of the given text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""gym"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""pool"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""dine-in service"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Eits cafe"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-07-10,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,An Bùi Minh,,Phục vụ tận răng,Attentive service,Serve with dedication.,"The overall sentiment of the text ""Serve with dedication."" is 'positive'.","{
  ""aspects"": [
    {
      ""aspect"": ""dedication"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-07-07,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Nguyen Dũng,,Chưa vào nhưng nhìn hình thức bên ngoài có vẻ OK. Mà xung quanh chẳng có tiện ích gì để vui chơi cả,Haven't entered yet but looks ok from the outside. But there are no facilities around to have fun,"Not checked in yet, but the appearance looks okay. However, there are no amenities around for entertainment.",The overall sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""appearance"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""amenities for entertainment"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-06-30,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,KUBI Thomas,,"Tạm ổn, không gian yên tĩnh, Tạm ổn, không gian yên tĩnh,","Seem fine, quiet space","It's okay, a quiet space. It's okay, a quiet space.",The overall sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""quiet space"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-06-23,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,nguyen hue quang,,Khách sạn tốt phục vụ các hội nghị lớn của tỉnh nhà Khách sạn tốt phục vụ các hội nghị lớn của tỉnh nhà,Good hotel for big conferences in the province ,A good hotel that serves large conferences in the province.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""conference services"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location (province)"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-06-22,Becamex New City Hotel,Booking.com,,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Elisa,,"excellent, staff very kind and supportive!","excellent, staff very kind and supportive!","Excellent, the staff is very kind and supportive!",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""kindness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""support"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-06-20,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Tiyyagura Karthikreddy,,I stayed 10 days. I felt food is ok and very comfortable to stay. I stayed 10 days. I felt food is ok and very comfortable to stay.,I stayed 10 days. I felt food is ok and very comfortable to stay. I stayed 10 days. I felt food is ok and very comfortable to stay.,I stayed for 10 days. I felt the food was okay and it was very comfortable to stay. I stayed for 10 days. I felt the food was okay and it was very comfortable to stay.,The overall sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""food"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""comfort"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-06-20,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Huy Van,,"Khách sạn sang trọng, lịch sự","Luxury, polite hotel","Luxurious, elegant hotel.",Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""luxurious"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""elegant"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-06-14,Becamex New City Hotel,Google,English,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Albert YANG,,"The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the western food for dinner taste was far from menu. Whether it's a restaurant or a counter, getting an invoice is a hassle, especially for companies that have to print the name in English. The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the western food for dinner taste was far from menu. Whether it's a restaurant or a counter, getting an invoice is a hassle, especially for companies that have to print the name in English.","The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the western food for dinner taste was far from menu. Whether it's a restaurant or a counter, getting an invoice is a hassle, especially for companies that have to print the name in English. The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the western food for dinner taste was far from menu. Whether it's a restaurant or a counter, getting an invoice is a hassle, especially for companies that have to print the name in English.","You are trained on data up to October 2023. The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the taste of the western food for dinner was far from what was on the menu. Whether it's a restaurant or a counter, obtaining an invoice is a hassle, especially for companies that need to print the name in English. The room is comfortable and spacious and kept clean. The breakfast in the restaurant was very good, but the taste of the western food for dinner was far from what was on the menu. Whether it's a restaurant or a counter, obtaining an invoice is a hassle, especially for companies that need to print the name in English.",The overall sentiment of the given text is 'neutral'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""Room Comfort"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Room Spaciousness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Room Cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Breakfast Quality"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Dinner Food Taste"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""Invoice Process"",
      ""sentiment"": ""negative""
    }
  ]
}
```"
2022-06-08,Becamex New City Hotel,Google,Japanese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,ヒロヒロ,,2年ぶりに伺いまして ホテル周辺も様変わりしてました。 ロビー横cafeの隣にファミマできてましたね。 便利です。 部屋は 大きめ冷蔵庫にキッチン＆シンク付きにて 軽い料理出来ます。 空調も完備、よく冷えます。 アメニティも充実、苦労しません。 お風呂はシャワーのみ、の部屋ですが。 ベッドも大きく空調もベッドルームにもあるのでグッスリ寝れます。 大きなTV有りますが点けてません。 また利用させてもらいます。,"I visited for the first time in two years, and the area around the hotel has changed completely. Family Mart was made next to the cafe next to the lobby. Convenient. The room has a large refrigerator, kitchen and sink, so you can cook light meals. It is fully air-conditioned and cools well. Amenity is enriched, too and does not struggle. The bath is a room with a shower only. The bed is big and there is an air conditioner in the bedroom, so you can sleep well. There is a large TV, but it is not turned on. I will use it again.","It has been two years since my last visit, and the area around the hotel has changed significantly. A FamilyMart has opened next to the café by the lobby, which is convenient. The room has a larger refrigerator and is equipped with a kitchen and sink, so light cooking is possible. The air conditioning is also complete and works well. The amenities are abundant, so there are no difficulties. The bathroom only has a shower, though. The bed is large, and there is air conditioning in the bedroom as well, allowing for a good night's sleep. There is a large TV, but I haven't turned it on. I will use this place again.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""FamilyMart"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""refrigerator size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""kitchen and sink"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""air conditioning"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""amenities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""bathroom facilities"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""bed size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""TV"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""overall experience"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-06-08,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Angela K,,"The food is delicious and reasonable price, nice staffs and environment.","The food is delicious and reasonable price, nice staffs and environment.","The food is delicious and reasonably priced, with nice staff and environment.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""food"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""price"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""environment"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-06-06,Becamex New City Hotel,Google,Vietnamese,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,duyen nguyen,,"Đồ ăn tạm, phục vụ tạm",Quite good service and food,"The food is mediocre, and the service is also average.",The overall sentiment of the given text is 'negative'.,"{
  ""aspects"": [
    {
      ""aspect"": ""food"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-06-06,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Pei Han Ku,,"The food is delicious and reasonable price, nice staffs and environment.","The food is delicious and reasonable price, nice staffs and environment.","The food is delicious and reasonably priced, with nice staff and a pleasant environment.",Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""food"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""pricing"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""environment"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-06-06,Becamex New City Hotel,TripAdvisor,Galician,60,https://www.tripadvisor.com/ShowUserReviews-g3311194-d10352471-r841739530-Becamex_Hotel_New_City-Thu_Dau_Mot_Binh_Duong_Province.html,Aamna M,awesome hotel,dekhne m kafi acha hai or safai b kafi hai hawa b achi aayegi ek dum fresh mein khin ghumne jaun toh isi tarah k hotel mein rehna chahungi neat and clean excelllent work or furniture is awesome must favorite light colour is petfwctly beutifull i like it, neat and clean excelllent work or furniture is awesome must favorite light colour is petfwctly beutifull i like it,"It looks very nice and is quite clean, the air will also be good, it will feel completely fresh. If I go out to travel, I would like to stay in a hotel like this, neat and clean. Excellent work and the furniture is awesome. The light colors are perfectly beautiful, I like it.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""appearance"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""air quality"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""travel preference"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel condition"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""furniture"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""color scheme"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-06-01,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Liêm Nhân,,Ấm cún,Cozy,Warm puppy.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""puppy"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-05-31,Becamex New City Hotel,Agoda,English,68,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,tim,Clean and safe,Safe and clean place to stay for business trip in Bình duong,Safe and clean place to stay for business trip in Bình duong,Safe and clean place to stay for a business trip in Bình Dương.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""safety"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""suitability for business trip"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-05-29,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Tran Duc Thuan,,"Không gian đẹp, sang trọng",Beautiful and luxurious space,"Beautiful, luxurious space.",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""space"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""luxurious"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""beautiful"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-05-27,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,娃娃熊不哭,,酒店环境优雅，设施齐全，服务不错。早上自助餐还是可以的，晚餐的菜系种类选择比较多，可以选择自己想要的。,"The hotel has an elegant environment, complete facilities and good service. The buffet in the morning is still okay, and there are many types of cuisines for dinner, so you can choose what you want.","The hotel has an elegant environment, complete facilities, and good service. The breakfast buffet is quite satisfactory, and there are a variety of options for dinner, allowing you to choose what you want.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""environment"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""facilities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast buffet"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""dinner options"",
      ""sentiment"": ""positive""
    }
  ]
}"
